rates

SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;ISSUEDATE;EVENINGSESSION;DURATION;IS_QUALIFIED_INVESTORS;HIGH_RISK;COUPONFREQUENCY;YIELDATWAP;COUPONDATE;COUPONPERCENT;COUPONVALUE;COUPONDAYSPASSED;COUPONDAYSREMAIN;COUPONLENGTH;ISSUEDATE;INITIALFACEVALUE;SECSUBTYPE;STARTDATEMOEX;DAYSTOREDEMPTION;OFFERDATE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0
RU000A1024W4;ЧеркизБ1P3;ГруппаЧеркизово БО-001Р-03;Биржевые облигации;RU000A1024W4;4B02-03-10797-A-001P;1;1000,0;RUB;6300000;0;0;TQCB;Т+: Облигации - безадрес.;15.03.2024;;18.09.2020;0;813;0;0;4;8,24;17.12.2021;6,200;15,46;36;55;91;18.09.2020;1000,0;;2020-09-18;874;;"Публичное акционерное общество ""Группа Черкизово""";7718560636;1;96,06;967,05;;1934,1;;1934,1;;1934,1;100,0;;;;;;
RU000A102556;СЭЗ 1P2;СЭЗ им. С.Орджоникидзе 001Р-02;Биржевые облигации;RU000A102556;4B02-02-45253-E-001P;3;1000,0;RUB;500000;0;0;TQCB;Т+: Облигации - безадрес.;14.09.2027;;22.09.2020;0;1609;0;0;4;11,07;21.12.2021;10,750;26,8;32;59;91;22.09.2020;1000,0;;2020-09-22;2152;;"Публичное акционерное общество ""Саратовский электроприборостроительный завод имени Серго Орджоникидзе""";6452019819;1;100,43;1014,31;;2028,62;;2028,62;;2028,62;100,0;;;;;;
RU000A102564;РЖД 1Б-03;РЖД 001Б-03;Корпоративные облигации;RU000A102564;4-03-65045-D-001P;3;1000,0;RUB;100000000;0;0;TQCB;Т+: Облигации - безадрес.;;;30.09.2020;0;;1;0;2;;30.03.2022;8,790;43,83;24;158;182;30.09.2020;1000,0;;2020-09-30;;;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;101,03;1016,56;772,59;1260,53;742,09;1291,03;711,59;1321,53;24,0;2000000;27,0;10000000;30,0;;
RU000A102580;ГрупПроБ01;Группа Продовольствие БО-01;Биржевые облигации;RU000A102580;4B02-01-00013-L;3;1000,0;RUB;70000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;12.10.2022;;22.09.2020;0;334;0;1;12;11,86;16.11.2021;13,000;10,68;6;24;30;22.09.2020;1000,0;;2020-09-22;354;;"Общество с ограниченной ответственностью ""Группа ""Продовольствие""";0411137185;1;101,38;1016,65;;2033,3;;2033,3;;2033,3;100,0;;;;;;
RU000A102598;ЛипецкОб12;Липецкая область 34012;Региональные облигации;RU000A102598;RU34012LIP0;1;800,0;RUB;2500000;0;0;TQCB;Т+: Облигации - безадрес.;16.09.2025;;22.09.2020;0;803;0;0;4;8,51;21.12.2021;5,750;11,47;32;59;91;22.09.2020;1000,0;;2020-09-22;1424;;Управление финансов Липецкой области;4825006353;1;94,98;764,12;;1528,24;;1528,24;;1528,24;100,0;;;;;;
RU000A1025E9;РегПрод1Р1;Регион-Продукт БО 001Р-01;Биржевые облигации;RU000A1025E9;4B02-01-05987-P-001P;3;1000,0;RUB;50000;0;0;TQCB;Т+: Облигации - безадрес.;21.09.2023;;24.09.2020;0;630;0;0;4;11,15;23.12.2021;12,000;29,92;30;61;91;24.09.2020;1000,0;;2020-09-24;698;;"Акционерное общество ""РЕГИОН-ПРОДУКТ""";5829060635;1;101,96;1030,12;;2060,24;;2060,24;;2060,24;100,0;;;;;;
RU000A1025F6;БелОб34016;Белгородская область 34016;Региональные облигации;RU000A1025F6;RU34016BEL0;1;660,0;RUB;4500000;0;0;TQCB;Т+: Облигации - безадрес.;18.09.2025;;24.09.2020;0;787;0;0;4;7,66;23.12.2021;5,700;9,38;30;61;91;24.09.2020;1000,0;;2020-09-24;1426;;Правительство Белгородской области;3124016792;1;96,28;638,75;;1277,5;;1277,5;;1277,5;100,0;;;;;;
RU000A1025H2;ВБРР 1P-05;ВБРР 001P-05;Биржевые облигации;RU000A1025H2;4B02-05-03287-B-001P;1;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;18.09.2025;;24.09.2020;0;331;0;0;4;9,16;23.12.2021;5,800;14,46;30;61;91;24.09.2020;1000,0;;2020-09-24;1426;2022-09-27;"Акционерное общество ""Всероссийский банк развития регионов""";7736153344;1;97,53;980,38;892,15;1068,61;862,73;1098,03;833,32;1127,44;9,0;100000;12,0;500000;15,0;;
RU000A1025J8;СберИОС331;СберИОС 001Р-331R 5Г СРВП;Биржевые облигации;RU000A1025J8;4B02-332-01481-B-001P;3;1000,0;RUB;1104825;0;0;TQCB;Т+: Облигации - безадрес.;07.10.2025;;01.10.2020;0;1445;0;0;;0,0;07.10.2025;0,010;0,5;387;1445;1832;01.10.2020;1000,0;;2020-10-01;1445;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;79,46;794,6;;1589,2;;1589,2;;1589,2;100,0;;;;;;
RU000A1025K6;СберИОС334;СберИОС 001Р-334R СБЕР_asn 4Г;Биржевые облигации;RU000A1025K6;4B02-334-01481-B-001P;3;1000,0;RUB;257974;0;0;TQCB;Т+: Облигации - безадрес.;28.10.2024;;27.10.2020;0;1102;0;0;;;28.10.2024;0,010;0,4;361;1101;1462;27.10.2020;1000,0;;2020-10-27;1101;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;112,34;1123,4;;2246,8;;2246,8;;2246,8;100,0;;;;;;
RU000A1025L4;СберИОС336;СберИОС 001Р-336R 5Г РБЧ;Биржевые облигации;RU000A1025L4;4B02-333-01481-B-001P;3;1000,0;RUB;1496170;0;0;TQCB;Т+: Облигации - безадрес.;20.10.2025;;15.10.2020;0;1459;0;0;;0,0;20.10.2025;0,010;0,5;373;1458;1831;15.10.2020;1000,0;;2020-10-15;1458;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;86,35;863,5;;1727,0;;1727,0;;1727,0;100,0;;;;;;
RU000A1025R1;СберИОС345;СберИОС 001Р-345R 5Y ТЕХ;Биржевые облигации;RU000A1025R1;4B02-336-01481-B-001P;3;1000,0;RUB;1666456;0;0;TQCB;Т+: Облигации - безадрес.;23.10.2025;;16.10.2020;0;1461;0;0;;0,0;23.10.2025;0,010;0,5;372;1461;1833;16.10.2020;1000,0;;2020-10-16;1461;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;82,75;827,5;;1655,0;;1655,0;;1655,0;100,0;;;;;;
RU000A1025S9;СберИОС346;СберИОС 001Р-346R 5Y ТЕХ;Биржевые облигации;RU000A1025S9;4B02-337-01481-B-001P;3;1000,0;RUB;728204;0;0;TQCB;Т+: Облигации - безадрес.;23.10.2025;;16.10.2020;0;1462;0;0;;0,0;23.10.2025;0,010;0,5;372;1461;1833;16.10.2020;1000,0;;2020-10-16;1461;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;86,65;866,5;;1733,0;;1733,0;;1733,0;100,0;;;;;;
RU000A1025U5;Сбер Sb17R;Сбербанк ПАО 001Р-SBER17;Биржевые облигации;RU000A1025U5;4B02-335-01481-B-001P;1;1000,0;RUB;40000000;1;0;TQCB;Т+: Облигации - безадрес.;29.10.2023;;02.10.2020;0;686;0;0;2;8,24;31.10.2021;5,700;28,42;174;8;182;02.10.2020;1000,0;;2020-10-02;736;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;95,58;983,28;727,63;1238,93;698,13;1268,43;668,63;1297,93;26,0;800000;29,0;4000000;32,0;;
RU000A1025Y7;ФК Открытие обК09;ФК Открытие обК09;Коммерческая облигация;RU000A1025Y7;4CDE-09-02209-B-001P;;1000,0;RUB;519830000;0;0;OBBO;ОТС-система: облигации;28.09.2023;;;0;;0;0;1;;28.09.2022;1,050;10,5;25;340;365;;1000,0;;;705;;;;1;;;;;;;;;100,0;;;;;;
RU000A102614;СберИОС338;СберИОС 001Р-338R 5Г МГТРД ИНД;Биржевые облигации;RU000A102614;4B02-339-01481-B-001P;3;1000,0;RUB;1489715;0;0;TQCB;Т+: Облигации - безадрес.;22.10.2025;;15.10.2020;0;1461;0;0;;0,0;22.10.2025;0,010;0,5;373;1460;1833;15.10.2020;1000,0;;2020-10-15;1460;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;82,25;822,5;;1645,0;;1645,0;;1645,0;100,0;;;;;;
RU000A102622;СберИОС340;СберИОС 001Р-340R 5Г ВСТГЭ ИНД;Биржевые облигации;RU000A102622;4B02-340-01481-B-001P;3;1000,0;RUB;621752;0;0;TQCB;Т+: Облигации - безадрес.;22.10.2025;;15.10.2020;0;1460;0;0;;;22.10.2025;0,010;0,5;373;1460;1833;15.10.2020;1000,0;;2020-10-15;1460;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;86,18;861,8;;1723,6;;1723,6;;1723,6;100,0;;;;;;
RU000A102689;СберИОС335;СберИОС 001Р-335R 3Г Top Five;Биржевые облигации;RU000A102689;4B02-338-01481-B-001P;3;1000,0;RUB;130496;0;0;TQCB;Т+: Облигации - безадрес.;06.11.2023;;29.10.2020;0;745;0;0;;;06.11.2023;0,010;0,3;359;744;1103;29.10.2020;1000,0;;2020-10-29;744;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;94,58;945,8;;1891,6;;1891,6;;1891,6;100,0;;;;;;
RU000A1026B3;Башкорт20;Республика Башкортостан 34011;Региональные облигации;RU000A1026B3;RU34011BAS0;1;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;24.09.2025;;30.09.2020;0;1005;0;0;4;;29.12.2021;5,900;14,71;24;67;91;30.09.2020;1000,0;;2020-09-30;1432;;Министерство финансов Республики Башкортостан;0274034308;1;95,94;963,6;;1927,2;;1927,2;;1927,2;100,0;;;;;;
RU000A1026C1;ПИК К 1P3;ПИК-Корпорация 001Р-03;Биржевые облигации;RU000A1026C1;4B02-03-00464-R-001P;2;1000,0;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;29.03.2023;;30.09.2020;0;498;0;0;4;9,35;29.12.2021;7,400;18,45;24;67;91;30.09.2020;1000,0;;2020-09-30;522;;"Общество с ограниченной ответственностью ""ПИК – Корпорация""";7703255661;1;97,81;983,37;;1966,74;;1966,74;;1966,74;100,0;;;;;;
RU000A1026E7;СберИОС332;СберИОС 001Р-332R 5Г СРВП;Биржевые облигации;RU000A1026E7;4B02-341-01481-B-001P;3;1000,0;RUB;2365597;0;0;TQCB;Т+: Облигации - безадрес.;07.10.2025;;01.10.2020;0;1445;0;0;;0,0;07.10.2025;0,010;0,5;387;1445;1832;01.10.2020;1000,0;;2020-10-01;1445;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;83,05;830,5;;1661,0;;1661,0;;1661,0;100,0;;;;;;
RU000A1026G2;ФК Открытие обКП10;ФК Открытие обКП10;Коммерческая облигация;RU000A1026G2;4CDE-10-02209-B-001P;;1000,0;RUB;297471000;0;0;OBBO;ОТС-система: облигации;02.10.2023;;;0;;0;0;;;02.10.2023;1,050;31,5;386;709;1095;;1000,0;;;709;;;;1;;;;;;;;;100,0;;;;;;
RU000A1026H0;ГИДРОМАШБ3;ГИДРОМАШСЕРВИС АО БО-03;Биржевые облигации;RU000A1026H0;4B02-03-17174-H;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;20.09.2030;;02.10.2020;0;670;0;0;2;9,48;01.04.2022;7,950;39,64;22;160;182;02.10.2020;1000,0;;2020-10-02;3254;2023-10-04;"Акционерное общество ""ГИДРОМАШСЕРВИС""";7733015025;1;97,73;982,53;;1965,06;;1965,06;;1965,06;100,0;;;;;;
RU000A1026M0;СберИОС341;СберИОС 001Р-341R 5Г РБЧ;Биржевые облигации;RU000A1026M0;4B02-344-01481-B-001P;3;1000,0;RUB;1288225;0;0;TQCB;Т+: Облигации - безадрес.;05.11.2025;;30.10.2020;0;1474;0;0;;;05.11.2025;0,010;0,5;358;1474;1832;30.10.2020;1000,0;;2020-10-30;1474;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;86,68;866,8;;1733,6;;1733,6;;1733,6;100,0;;;;;;
RU000A1026N8;СберИОС342;СберИОС 001Р-342R 5Г МГТРД ИНД;Биржевые облигации;RU000A1026N8;4B02-342-01481-B-001P;3;1000,0;RUB;1184026;0;0;TQCB;Т+: Облигации - безадрес.;07.11.2025;;30.10.2020;0;1477;0;0;;0,0;07.11.2025;0,010;0,5;358;1476;1834;30.10.2020;1000,0;;2020-10-30;1476;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;82,65;826,5;;1653,0;;1653,0;;1653,0;100,0;;;;;;
RU000A1026P3;СберИОС343;СберИОС 001Р-343R 5Г ВСТГЭ ИНД;Биржевые облигации;RU000A1026P3;4B02-343-01481-B-001P;3;1000,0;RUB;616902;0;0;TQCB;Т+: Облигации - безадрес.;06.11.2025;;30.10.2020;0;1476;0;0;;;06.11.2025;0,010;0,5;358;1475;1833;30.10.2020;1000,0;;2020-10-30;1475;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;89,15;891,5;;1783,0;;1783,0;;1783,0;100,0;;;;;;
RU000A1026Q1;СберИОС347;СберИОС 001Р-347R SPX_КНД 1.5Г;Биржевые облигации;RU000A1026Q1;4B02-345-01481-B-001P;3;1000,0;RUB;93615;0;0;TQCB;Т+: Облигации - безадрес.;05.05.2022;;27.10.2020;0;195;0;0;;;05.05.2022;0,010;0,15;361;194;555;27.10.2020;1000,0;;2020-10-27;194;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;99,18;991,8;;1983,6;;1983,6;;1983,6;100,0;;;;;;
RU000A1026R9;СибСтекП02;Сибирское Стекло БО-П02;Биржевые облигации;RU000A1026R9;4B02-02-00373-R-001P;3;10000,0;RUB;12500;0;0;TQCB;Т+: Облигации - безадрес.;09.09.2025;;05.10.2020;0;939;0;0;12;11,71;30.10.2021;12,500;102,74;23;7;30;05.10.2020;10000,0;;2020-10-05;1417;;"Общество с ограниченной ответственностью ""Сибирское Стекло""";5406305355;1;103,51;10436,62;;20873,24;;20873,24;;20873,24;100,0;;;;;;
RU000A1026V1;ТойотаБ1P4;Тойота Банк БО-001P-04;Биржевые облигации;RU000A1026V1;4B02-04-03470-B-001P;2;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;09.10.2023;;06.10.2020;0;685;0;0;2;7,72;08.04.2022;5,900;29,58;16;167;183;06.10.2020;1000,0;;2020-10-06;716;;"Акционерное общество ""Тойота Банк""";7750004136;1;96,44;967,31;831,89;1102,73;802,87;1131,75;773,85;1160,77;14,0;100000;17,0;500000;20,0;;
RU000A102713;РСХБ Б04RP;Россельхозбанк АО БО-04R-Р;Биржевые облигации;RU000A102713;4B021903349B001P;3;1000,0;RUB;4022981;0;0;TQCB;Т+: Облигации - безадрес.;27.09.2023;;07.10.2020;0;669;0;0;12;8,7;14.11.2021;5,400;4,59;9;22;31;07.10.2020;1000,0;;2020-10-07;704;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;94,75;949,13;;1898,26;;1898,26;;1898,26;100,0;;;;;;
RU000A102739;ВТБ Б1-133;Банк ВТБ (ПАО) Б-1-133;Биржевые облигации;RU000A102739;4B02-133-01000-B-001P;3;1000,0;RUB;241924;0;0;TQCB;Т+: Облигации - безадрес.;01.11.2022;;03.11.2020;0;374;0;0;2;;02.11.2021;0,010;0,05;172;10;182;03.11.2020;1000,0;;2020-11-03;374;2022-11-01;Банк ВТБ (публичное акционерное общество);7702070139;1;92,85;928,5;;1857,0;;1857,0;;1857,0;100,0;;;;;;
RU000A102762;ВТБ Б1-136;Банк ВТБ (ПАО) Б-1-136;Биржевые облигации;RU000A102762;4B02-136-01000-B-001P;3;1000,0;RUB;248517;0;0;TQCB;Т+: Облигации - безадрес.;15.11.2022;;17.11.2020;0;388;0;0;2;0,0;16.11.2021;0,010;0,05;158;24;182;17.11.2020;1000,0;;2020-11-17;388;2022-11-15;Банк ВТБ (публичное акционерное общество);7702070139;1;92,86;928,6;;1857,2;;1857,2;;1857,2;100,0;;;;;;
RU000A102788;АЛЬФА-Б2Р7;АЛЬФА-БАНК Б2Р7;Биржевые облигации;RU000A102788;4B02-07-01326-B-002P;1;1000,0;RUB;6000000;0;0;TQCB;Т+: Облигации - безадрес.;29.12.2021;;08.10.2020;0;68;0;0;2;7,98;29.12.2021;5,300;26,57;116;67;183;08.10.2020;1000,0;;2020-10-08;67;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;99,53;1012,43;941,56;1083,3;911,19;1113,67;880,81;1144,05;7,0;120000;10,0;600000;13,0;;
RU000A102796;ТинькоффИ1;Тинькофф Банк ИО-1-1;Биржевые облигации;RU000A102796;4B02-04-02673-B-001P;3;1000,0;RUB;110000;0;0;TQCB;Т+: Облигации - безадрес.;05.10.2023;;08.10.2020;0;712;0;0;;0,0;30.09.2023;0,010;0,3;380;707;1087;08.10.2020;1000,0;;2020-10-08;712;;"Акционерное общество ""Тинькофф Банк""";7710140679;1;86,95;869,5;;1739,0;;1739,0;;1739,0;100,0;;;;;;
RU000A1027A3;СберИОС348;СберИОС 001Р-348R IPO_КНД 5Г;Биржевые облигации;RU000A1027A3;4B02-346-01481-B-001P;3;1000,0;RUB;184265;0;0;TQCB;Т+: Облигации - безадрес.;31.10.2025;;27.10.2020;0;1470;0;0;;0,0;31.10.2025;0,010;0,5;361;1469;1830;27.10.2020;1000,0;;2020-10-27;1469;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;85,95;859,5;;1719,0;;1719,0;;1719,0;100,0;;;;;;
RU000A1027B1;СберИОС349;СберИОС 001Р-349R 5Г СМШ;Биржевые облигации;RU000A1027B1;4B02-347-01481-B-001P;3;1000,0;RUB;816078;0;0;TQCB;Т+: Облигации - безадрес.;06.07.2026;;29.06.2021;0;1718;1;0;;;06.07.2026;0,010;0,5;116;1717;1833;29.06.2021;1000,0;;2021-06-29;1717;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;94,28;942,8;;1885,6;;1885,6;;1885,6;100,0;;;;;;
RU000A1027F2;ВТБ Б1-137;Банк ВТБ (ПАО) Б-1-137;Биржевые облигации;RU000A1027F2;4B02-137-01000-B-001P;3;1000,0;RUB;145813;0;0;TQCB;Т+: Облигации - безадрес.;11.11.2025;;17.11.2020;0;1480;0;0;2;;16.11.2021;0,010;0,05;158;24;182;17.11.2020;1000,0;;2020-11-17;1480;;Банк ВТБ (публичное акционерное общество);7702070139;1;97,08;970,8;;1941,6;;1941,6;;1941,6;100,0;;;;;;
RU000A1027G0;ВТБ Б1-138;Банк ВТБ (ПАО) Б-1-138;Биржевые облигации;RU000A1027G0;4B02-138-01000-B-001P;3;1000,0;RUB;54077;0;0;TQCB;Т+: Облигации - безадрес.;18.11.2025;;24.11.2020;0;1487;0;0;2;;23.11.2021;0,010;0,05;151;31;182;24.11.2020;1000,0;;2020-11-24;1487;;Банк ВТБ (публичное акционерное общество);7702070139;1;96,04;960,4;;1920,8;;1920,8;;1920,8;100,0;;;;;;
RU000A1027K2;ВТБ Б1-141;Банк ВТБ (ПАО) Б-1-141;Биржевые облигации;RU000A1027K2;4B02-141-01000-B-001P;3;1000,0;RUB;42599;0;0;TQCB;Т+: Облигации - безадрес.;25.11.2025;;01.12.2020;0;1494;0;0;2;0,0;30.11.2021;0,010;0,05;144;38;182;01.12.2020;1000,0;;2020-12-01;1494;;Банк ВТБ (публичное акционерное общество);7702070139;1;94,85;948,5;;1897,0;;1897,0;;1897,0;100,0;;;;;;
RU000A1027L0;ВТБ Б1-142;Банк ВТБ (ПАО) Б-1-142;Биржевые облигации;RU000A1027L0;4B02-142-01000-B-001P;3;1000,0;RUB;51971;0;0;TQCB;Т+: Облигации - безадрес.;02.12.2025;;08.12.2020;0;1501;0;0;2;;07.12.2021;0,010;0,05;137;45;182;08.12.2020;1000,0;;2020-12-08;1501;;Банк ВТБ (публичное акционерное общество);7702070139;1;95,33;953,3;;1906,6;;1906,6;;1906,6;100,0;;;;;;
RU000A1027M8;ВТБ Б1-143;Банк ВТБ (ПАО) Б-1-143;Биржевые облигации;RU000A1027M8;4B02-143-01000-B-001P;3;1000,0;RUB;73484;0;0;TQCB;Т+: Облигации - безадрес.;17.11.2023;;10.11.2020;0;755;0;0;2;;09.11.2021;0,010;0,05;165;17;182;10.11.2020;1000,0;;2020-11-10;755;;Банк ВТБ (публичное акционерное общество);7702070139;1;100,99;1009,9;;2019,8;;2019,8;;2019,8;100,0;;;;;;
RU000A1027T3;ВТБ Б1-148;Банк ВТБ (ПАО) Б-1-148;Биржевые облигации;RU000A1027T3;4B02-148-01000-B-001P;3;1000,0;RUB;627561;0;0;TQCB;Т+: Облигации - безадрес.;08.12.2023;;01.12.2020;0;776;0;0;2;0,0;30.11.2021;0,010;0,05;144;38;182;01.12.2020;1000,0;;2020-12-01;776;;Банк ВТБ (публичное акционерное общество);7702070139;1;97,4;974,0;;1948,0;;1948,0;;1948,0;100,0;;;;;;
RU000A1027U1;ВТБ Б1-149;Банк ВТБ (ПАО) Б-1-149;Биржевые облигации;RU000A1027U1;4B02-149-01000-B-001P;3;1000,0;RUB;272031;0;0;TQCB;Т+: Облигации - безадрес.;22.11.2022;;24.11.2020;0;395;0;0;2;;23.11.2021;0,010;0,05;151;31;182;24.11.2020;1000,0;;2020-11-24;395;2022-11-22;Банк ВТБ (публичное акционерное общество);7702070139;1;93,96;939,6;;1879,2;;1879,2;;1879,2;100,0;;;;;;
RU000A1027X5;ВТБ Б1-152;Банк ВТБ (ПАО) Б-1-152;Биржевые облигации;RU000A1027X5;4B02-152-01000-B-001P;3;1000,0;RUB;190091;0;0;TQCB;Т+: Облигации - безадрес.;29.11.2022;;01.12.2020;0;402;0;0;2;0,0;30.11.2021;0,010;0,05;144;38;182;01.12.2020;1000,0;;2020-12-01;402;2022-11-29;Банк ВТБ (публичное акционерное общество);7702070139;1;94,32;943,2;;1886,4;;1886,4;;1886,4;100,0;;;;;;
RU000A102861;ОткрФКИОП2;ПАО ОТКРЫТИЕ ФК Банк БО-ИО-П02;Биржевые облигации;RU000A102861;4B02-08-02209-B-001P;3;1000,0;RUB;79047;0;0;TQCB;Т+: Облигации - безадрес.;27.10.2025;;28.10.2020;0;1465;0;0;1;;28.10.2021;0,010;0,1;360;5;365;28.10.2020;1000,0;;2020-10-28;1465;;"Публичное акционерное общество Банк ""Финансовая Корпорация Открытие""";7706092528;1;85,47;854,7;;1709,4;;1709,4;;1709,4;100,0;;;;;;
RU000A102879;ВТБСУБТ2-1;Банк ВТБ ПАО СУБ-Т2-1;Корпоративные облигации;RU000A102879;4-01-01000-B-002P;3;10000000,0;RUB;7000;0;0;TQCB;Т+: Облигации - безадрес.;02.04.2031;;14.10.2020;0;2462;1;0;2;10,48;13.04.2022;7,600;378958,9;10;172;182;14.10.2020;10000000,0;Субординированные облигации;2020-10-14;3448;;Банк ВТБ (публичное акционерное общество);7702070139;1;90,35;9059986,3;6523190,14;11596782,46;6251390,55;11868582,05;5979590,96;12140381,64;28,0;105;31,0;525;34,0;;
RU000A102887;ВТБСУБТ2-2;Банк ВТБ ПАО СУБ-Т2-2;Корпоративные облигации;RU000A102887;4-02-01000-B-002P;3;10000000,0;RUB;2000;0;0;TQCB;Т+: Облигации - безадрес.;02.04.2031;;14.10.2020;0;2384;1;0;2;;13.04.2022;8,950;446273,97;10;172;182;14.10.2020;10000000,0;Субординированные облигации;2020-10-14;3448;;Банк ВТБ (публичное акционерное общество);7702070139;1;97,94;9823424,66;7465802,74;12181046,58;7171100,0;12475749,32;6876397,26;12770452,06;24,0;40;27,0;200;30,0;;
RU000A102895;Новосиб 21;Новосибирская область 34021;Региональные облигации;RU000A102895;RU34021ANO0;1;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;14.10.2025;;15.10.2020;0;1101;0;0;4;7,57;13.01.2022;5,850;14,58;9;82;91;15.10.2020;1000,0;;2020-10-15;1452;;Министерство финансов и налоговой политики Новосибирской области;5406634649;1;94,92;950,96;;1901,92;;1901,92;;1901,92;100,0;;;;;;
RU000A1028C7;КИВИФ 1Р01;КИВИ Финанс 001P-01;Биржевые облигации;RU000A1028C7;4B02-01-00011-L-001P;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;10.10.2023;;13.10.2020;0;666;0;0;4;10,46;11.01.2022;8,400;20,94;11;80;91;13.10.2020;1000,0;;2020-10-13;717;;"Общество с ограниченной ответственностью ""КИВИ Финанс""";9724013480;1;96,99;972,89;836,69;1109,09;807,5;1138,28;778,31;1167,47;14,0;100000;17,0;500000;20,0;;
RU000A1028G8;Ростел2P5R;Ростелеком ПАО 002P-05R;Биржевые облигации;RU000A1028G8;4B02-05-00124-A-002P;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;08.10.2025;;14.10.2020;0;;0;0;2;;13.04.2022;6,300;31,41;10;172;182;14.10.2020;1000,0;;2020-10-14;1446;;"Публичное акционерное общество ""Ростелеком""";7707049388;1;94,82;950,27;788,72;1111,82;760,22;1140,32;;1900,54;17,0;200000;20,0;1000000;100,0;;
RU000A1028H6;СНХТ БО-01;Сибнефтехимтрейд БО-01;Биржевые облигации;RU000A1028H6;4B02-01-00010-L-001P;3;1000,0;RUB;300000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;27.03.2024;;14.10.2020;0;704;0;1;12;12,54;08.11.2021;13,500;11,1;14;16;30;14.10.2020;1000,0;;2020-10-14;886;;"Общество с ограниченной ответственностью ""Сибнефтехимтрейд""";7206033362;1;103,06;1036,52;;2073,04;;2073,04;;2073,04;100,0;;;;;;
RU000A1028J2;СберИОС354;СберИОС 001Р-354R 5Г SBERLV85;Биржевые облигации;RU000A1028J2;4B02-352-01481-B-001P;3;1000,0;RUB;1035633;0;0;TQCB;Т+: Облигации - безадрес.;05.11.2025;;29.10.2020;0;1475;0;0;;;05.11.2025;0,010;0,5;359;1474;1833;29.10.2020;1000,0;;2020-10-29;1474;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;89,48;894,8;;1789,6;;1789,6;;1789,6;100,0;;;;;;
RU000A1028K0;СберИОС355;СберИОС 001Р-355R 5Y ТЕХ;Биржевые облигации;RU000A1028K0;4B02-353-01481-B-001P;3;1000,0;RUB;715550;0;0;TQCB;Т+: Облигации - безадрес.;06.11.2025;;29.10.2020;0;1476;0;0;;;06.11.2025;0,010;0,5;359;1475;1834;29.10.2020;1000,0;;2020-10-29;1475;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;88,26;882,6;;1765,2;;1765,2;;1765,2;100,0;;;;;;
RU000A1028N4;МСБЛиз2P03;МСБ-Лизинг 002P-03;Биржевые облигации;RU000A1028N4;4B02-03-24004-R-001P;3;571,42;RUB;100000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;05.10.2022;;15.10.2020;0;176;0;1;12;10,74;09.11.2021;12,500;5,87;13;17;30;15.10.2020;1000,0;;2020-10-15;347;;"Общество с ограниченной ответственностью ""МСБ-Лизинг""";6164218952;1;101,01;580,13;;1160,26;;1160,26;;1160,26;100,0;;;;;;
