rates

SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;ISSUEDATE;EVENINGSESSION;DURATION;IS_QUALIFIED_INVESTORS;HIGH_RISK;COUPONFREQUENCY;YIELDATWAP;COUPONDATE;COUPONPERCENT;COUPONVALUE;COUPONDAYSPASSED;COUPONDAYSREMAIN;COUPONLENGTH;ISSUEDATE;INITIALFACEVALUE;SECSUBTYPE;STARTDATEMOEX;DAYSTOREDEMPTION;OFFERDATE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0
RU000A103C95;Систем1P21;АФК Система БО 001P-21;Биржевые облигации;RU000A103C95;4B02-21-01669-A-001P;1;1000,0;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;23.06.2031;;05.07.2021;0;1414;0;0;2;8,84;03.01.2022;8,400;41,88;110;72;182;05.07.2021;1000,0;;2021-07-05;3530;2026-07-02;"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""";7703104630;1;98,87;1014,48;;2028,96;;2028,96;;2028,96;100,0;;;;;;
RU000A103CD8;Дельта1Р01;Дельта 001Р-01;Биржевые облигации;RU000A103CD8;4B02-01-00556-R-001P;3;1000,0;RUB;370000;0;0;TQCB;Т+: Облигации - безадрес.;01.07.2024;;05.07.2021;0;755;0;0;4;12,75;03.01.2022;10,500;26,18;19;72;91;05.07.2021;1000,0;;2021-07-05;982;;"Общество с ограниченной ответственностью  ""Лизинговая компания ""Дельта""";2463057784;1;96,44;970,44;;1940,88;;1940,88;;1940,88;100,0;;;;;;
RU000A103CF3;ЭБИС обКП07;ЭБИС обКП07;Коммерческая облигация;RU000A103CF3;4CDE-07-00360-R-001P;;1000,0;RUB;100000000;0;0;OBBO;ОТС-система: облигации;02.07.2024;;;0;;0;0;4;;04.01.2022;11,000;27,42;18;73;91;;1000,0;;;983;;;;1;;;;;;;;;100,0;;;;;;
RU000A103CP2;СберИОС455;СберИОС 001Р-455R 7Г РБЧ-М;Биржевые облигации;RU000A103CP2;4B02-468-01481-B-001P;3;1000,0;RUB;205356;0;0;TQCB;Т+: Облигации - безадрес.;03.08.2028;;29.07.2021;0;2476;1;0;;;03.08.2028;0,010;0,7;86;2476;2562;29.07.2021;1000,0;;2021-07-29;2476;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;97,38;973,8;;1947,6;;1947,6;;1947,6;100,0;;;;;;
RU000A103CR8;СберИОС456;СберИОС 001Р-456R 5Г DEF ИНД;Биржевые облигации;RU000A103CR8;4B02-469-01481-B-001P;3;1000,0;RUB;58413;0;0;TQCB;Т+: Облигации - безадрес.;05.08.2026;;29.07.2021;0;;1;0;;;05.08.2026;0,010;0,5;86;1747;1833;29.07.2021;1000,0;;2021-07-29;1747;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;;
RU000A103CW8;Займер 02;МФК Займер - 02;Корпоративные облигации;RU000A103CW8;4-02-00587-R;3;1000,0;RUB;500000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;22.06.2024;;08.07.2021;0;703;1;1;12;13,63;05.11.2021;12,750;10,48;17;13;30;08.07.2021;1000,0;;2021-07-08;973;;"Общество с ограниченной ответственностью Микрофинансовая компания ""Займер""";4205271785;1;99,73;1003,94;;2007,88;;2007,88;;2007,88;100,0;;;;;;
RU000A103D03;Солид-Лизинг обК01;Солид-Лизинг обК01;Коммерческая облигация;RU000A103D03;4CDE-01-00330-R;;1000,0;RUB;;0;0;OBBO;ОТС-система: облигации;22.06.2024;;;0;;0;0;12;;05.11.2021;14,000;11,51;17;13;30;;1000,0;;;973;;;;1;;;;;;;;;100,0;;;;;;
RU000A103D37;ИА ТБ1А;ИА ТБ-1 кл.А;Биржевые облигации;RU000A103D37;4B02-01-00034-L;3;1000,0;RUB;5622500;0;0;TQCB;Т+: Облигации - безадрес.;23.03.2034;;08.07.2021;0;2133;0;0;4;19,91;23.12.2021;7,900;36,36;107;61;168;08.07.2021;1000,0;Облигации с ипотечным покрытием;2021-07-08;4534;;"Общество с ограниченной ответственностью ""Ипотечный агент ТБ-1""";9705137995;1;98,25;1006,09;;2012,18;;2012,18;;2012,18;100,0;;;;;;
RU000A103D45;ИА ТБ1Б;ИА ТБ-1 кл.Б;Биржевые облигации;RU000A103D45;4B02-02-00034-L;3;1000,0;RUB;877500;0;0;TQCB;Т+: Облигации - безадрес.;23.03.2034;;08.07.2021;0;;0;0;4;;23.12.2021;;;107;61;168;08.07.2021;1000,0;Облигации с ипотечным покрытием;2021-07-08;4534;;"Общество с ограниченной ответственностью ""Ипотечный агент ТБ-1""";9705137995;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;;
RU000A103DA2;МигКр 01К;МигКредит 01К;Корпоративные облигации;RU000A103DA2;4-01-00340-R;3;1000,0;RUB;800000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;26.06.2024;;12.07.2021;0;551;1;1;12;14,14;09.11.2021;12,250;10,07;13;17;30;12.07.2021;1000,0;;2021-07-12;977;;"Общество с ограниченной ответственностью микрофинансовая компания ""МигКредит""";7715825027;1;98,45;989,53;;1979,06;;1979,06;;1979,06;100,0;;;;;;
RU000A103DB0;ОткрБРСО3;Открытие Брокер СО-03;Корпоративные облигации;RU000A103DB0;6-02-01015-A;3;1000,0;RUB;295000;0;0;TQCB;Т+: Облигации - безадрес.;22.07.2024;;26.07.2021;0;833;1;0;;0,0;10.01.2022;16,000;36,82;5;79;84;26.07.2021;1000,0;Структурные облигации;2021-07-26;1003;;"Акционерное общество ""Открытие Брокер""";7710170659;1;104,94;1049,4;;2098,8;;2098,8;;2098,8;100,0;;;;;;
RU000A103DD6;Займ Онлайн обК01;Займ Онлайн обК01;Коммерческая облигация;RU000A103DD6;4CDE-01-00036-L;;10000,0;RUB;;0;0;OBBO;ОТС-система: облигации;26.06.2024;;;0;;1;0;12;;09.11.2021;16,000;131,51;13;17;30;;10000,0;;;977;;;;1;;;;;;;;;100,0;;;;;;
RU000A103DG9;ТрансФин-М обК03;ТрансФин-М обК03;Коммерческая облигация;RU000A103DG9;4CDE-03-50156-A;;1000,0;RUB;3325709000;0;0;OBBO;ОТС-система: облигации;30.03.2028;;;0;;0;0;4;;06.01.2022;;;16;75;91;;1000,0;;;2350;;;;1;;;;;;;;;100,0;;;;;;
RU000A103DH7;МетИнвБ П2;Металлинвестбанк БО-П02;Биржевые облигации;RU000A103DH7;4B02-02-02440-B-001P;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;09.07.2022;;12.07.2021;0;;0;0;4;;11.01.2022;7,000;17,64;12;80;92;12.07.2021;1000,0;;2021-07-12;259;;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""МЕТАЛЛУРГИЧЕСКИЙ ИНВЕСТИЦИОННЫЙ БАНК"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";7709138570;1;100,0;1002,68;;2005,36;;2005,36;;2005,36;100,0;;;;;;
RU000A103DJ3;МетИнвБ П3;Металлинвестбанк БО-П03;Биржевые облигации;RU000A103DJ3;4B02-03-02440-B-001P;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;09.07.2023;;12.07.2021;0;;0;0;4;;11.01.2022;7,500;18,9;12;80;92;12.07.2021;1000,0;;2021-07-12;624;;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""МЕТАЛЛУРГИЧЕСКИЙ ИНВЕСТИЦИОННЫЙ БАНК"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";7709138570;1;100,0;1002,88;;2005,76;;2005,76;;2005,76;100,0;;;;;;
RU000A103DN5;Башкорт21;Республика Башкортостан 34012;Региональные облигации;RU000A103DN5;RU34012BAS0;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;07.07.2026;;13.07.2021;0;1210;0;0;4;7,87;11.01.2022;7,650;19,07;11;80;91;13.07.2021;1000,0;;2021-07-13;1718;;Министерство финансов Республики Башкортостан;0274034308;1;99,94;1002,12;;2004,24;;2004,24;;2004,24;100,0;;;;;;
RU000A103DP0;КАМАЗ БОП8;КАМАЗ ПАО БО-П08;Биржевые облигации;RU000A103DP0;4B02-08-55010-D-001P;1;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;10.07.2023;;12.07.2021;0;588;0;0;4;8,47;10.01.2022;8,300;20,69;12;79;91;12.07.2021;1000,0;;2021-07-12;625;;"Публичное акционерное общество ""КАМАЗ""";1650032058;1;100,14;1004,58;884,03;1125,13;853,89;1155,27;823,76;1185,4;12,0;100000;15,0;500000;18,0;;
RU000A103DS4;СибурХ Б03;СИБУР Холдинг БО-03;Биржевые облигации;RU000A103DS4;4B02-03-65134-D;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;01.07.2031;;13.07.2021;0;1182;0;0;2;7,86;11.01.2022;7,650;38,15;102;80;182;13.07.2021;1000,0;;2021-07-13;3538;2025-07-11;"Публичное акционерное общество ""СИБУР Холдинг""";7727547261;1;99,74;1019,2;;2038,4;;2038,4;;2038,4;100,0;;;;;;
RU000A103DT2;ИСКЧ БО01;ИСКЧ БО-01;Биржевые облигации;RU000A103DT2;4B02-01-08902-A;3;1000,0;RUB;300000;0;0;TQCB;Т+: Облигации - безадрес.;08.07.2026;;14.07.2021;0;1371;0;0;4;10,67;12.01.2022;10,750;26,8;10;81;91;14.07.2021;1000,0;;2021-07-14;1719;;"Публичное акционерное общество ""Институт Стволовых Клеток Человека""";7702508905;1;101,39;1017,43;;2034,86;;2034,86;;2034,86;100,0;;;;;;
RU000A103DU0;Росбанк2P9;РОСБАНК БО-002P-09;Биржевые облигации;RU000A103DU0;4B02-08-02272-B-002P;2;1000,0;RUB;20000000;0;0;TQCB;Т+: Облигации - безадрес.;15.07.2023;;13.07.2021;0;591;0;0;2;;12.01.2022;7,600;38,1;102;81;183;13.07.2021;1000,0;;2021-07-13;630;;Публичное акционерное общество РОСБАНК;7730060164;1;99,06;1012,25;769,31;1255,19;738,94;1285,56;708,58;1315,93;24,0;400000;27,0;2000000;30,0;;
RU000A103DY2;БЭЛТИ БОП4;БЭЛТИ-ГРАНД ООО БО-П04;Биржевые облигации;RU000A103DY2;4B02-04-00417-R-001P;3;1000,0;RUB;250000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;13.02.2027;;14.07.2021;0;1095;0;1;12;12,7;11.11.2021;12,250;10,07;11;19;30;14.07.2021;1000,0;;2021-07-14;1939;;"Общество с ограниченной ответственностью ""БЭЛТИ-ГРАНД""";7728192413;1;100,64;1010,76;;2021,52;;2021,52;;2021,52;100,0;;;;;;
RU000A103EA0;ГПБ-КИ-01;ГПБ (АО) ГПБ-КИ-01;Корпоративные облигации;RU000A103EA0;4-23-00354-B;3;1000,0;RUB;500000;0;0;TQCB;Т+: Облигации - безадрес.;12.07.2022;;17.08.2021;0;262;1;0;;;12.07.2022;0,010;0,09;67;262;329;17.08.2021;1000,0;;2021-08-17;262;2022-07-12;"""Газпромбанк"" (Акционерное общество)";7744001497;1;102,95;1029,5;;2059,0;;2059,0;;2059,0;100,0;;;;;;
RU000A103EB8;ГПБ-КИ-02;ГПБ (АО) ГПБ-КИ-02;Корпоративные облигации;RU000A103EB8;4-24-00354-B;3;1000,0;RUB;150185;0;0;TQCB;Т+: Облигации - безадрес.;17.08.2024;;18.08.2021;0;1030;1;0;;;17.08.2024;0,010;0,3;66;1029;1095;18.08.2021;1000,0;;2021-08-18;1029;;"""Газпромбанк"" (Акционерное общество)";7744001497;1;99,94;999,4;;1998,8;;1998,8;;1998,8;100,0;;;;;;
RU000A103EC6;ГПБ-КИ-03;ГПБ (АО) ГПБ-КИ-03;Корпоративные облигации;RU000A103EC6;4-25-00354-B;3;1000,0;RUB;292125;0;0;TQCB;Т+: Облигации - безадрес.;29.09.2024;;30.09.2021;0;1073;1;0;;;29.09.2024;0,010;0,3;23;1072;1095;30.09.2021;1000,0;;2021-09-30;1072;;"""Газпромбанк"" (Акционерное общество)";7744001497;1;99,98;999,8;;1999,6;;1999,6;;1999,6;100,0;;;;;;
RU000A103ED4;ГПБ-КИ-04;ГПБ (АО) ГПБ-КИ-04;Корпоративные облигации;RU000A103ED4;4-26-00354-B;3;1000,0;RUB;272455;0;0;TQCB;Т+: Облигации - безадрес.;11.10.2022;;11.10.2021;0;354;1;0;1;;11.10.2022;0,010;0,1;12;353;365;11.10.2021;1000,0;;2021-10-11;353;2022-10-11;"""Газпромбанк"" (Акционерное общество)";7744001497;1;99,98;999,8;;1999,6;;1999,6;;1999,6;100,0;;;;;;
RU000A103EN3;РЖД 1Р-23R;РЖД БО 001Р-23R;Биржевые облигации;RU000A103EN3;4B02-23-65045-D-001P;2;1000,0;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;10.07.2028;;19.07.2021;0;;0;0;2;;17.01.2022;7,850;39,14;96;86;182;19.07.2021;1000,0;;2021-07-19;2452;;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;98,98;1010,88;596,42;1425,34;566,09;1455,67;535,77;1485,99;41,0;300000;44,0;1500000;47,0;;
RU000A103EZ7;Ростел2P6R;Ростелеком ПАО 002P-06R;Биржевые облигации;RU000A103EZ7;4B02-06-00124-A-002P;1;1000,0;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;17.07.2026;;23.07.2021;0;1454;0;0;2;7,82;21.01.2022;7,700;38,39;92;90;182;23.07.2021;1000,0;;2021-07-23;1728;;"Публичное акционерное общество ""Ростелеком""";7707049388;1;99,77;1017,53;844,55;1190,51;814,02;1221,04;783,5;1251,56;17,0;300000;20,0;1500000;23,0;;
RU000A103F27;ЦППК 1P-03;Центральная ППК П01-БО-03;Биржевые облигации;RU000A103F27;4B02-03-11252-A-001P;2;1000,0;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;17.07.2024;;21.07.2021;0;883;0;0;2;9,5;19.01.2022;9,500;47,37;94;88;182;21.07.2021;1000,0;;2021-07-21;998;;"Акционерное общество ""Центральная пригородная пассажирская компания""";7705705370;1;100,43;1029,29;;2058,58;;2058,58;;2058,58;100,0;;;;;;
RU000A103F43;ВЭББНКР 01;МФК ВЭББАНКИР 01;Корпоративные облигации;RU000A103F43;4-01-00606-R;3;1000,0;RUB;300000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;02.01.2025;;22.07.2021;0;849;1;1;12;13,61;19.11.2021;12,750;10,48;3;27;30;22.07.2021;1000,0;;2021-07-22;1167;;"Общество с ограниченной ответственностью микрофинансовая компания ""ВЭББАНКИР""";7733812126;1;99,76;999,35;;1998,7;;1998,7;;1998,7;100,0;;;;;;
RU000A103F68;РЕСОЛиБП19;РЕСО-Лизинг ООО БО-П-19;Биржевые облигации;RU000A103F68;4B02-19-36419-R-001P;3;1000,0;RUB;300000;0;0;TQCB;Т+: Облигации - безадрес.;06.07.2024;;22.07.2021;0;887;0;0;12;8,63;19.11.2021;8,300;6,82;3;27;30;22.07.2021;1000,0;;2021-07-22;987;;"Общество с ограниченной ответственностью ""РЕСО-Лизинг""";7709431786;1;99,93;1000,44;;2000,88;;2000,88;;2000,88;100,0;;;;;;
RU000A103F92;СберИОС457;СберИОС 001Р-457R 5Г SBRIF ИНД;Биржевые облигации;RU000A103F92;4B02-470-01481-B-001P;3;1000,0;RUB;177939;0;0;TQCB;Т+: Облигации - безадрес.;24.08.2026;;16.08.2021;0;;1;0;;;24.08.2026;0,010;0,5;68;1766;1834;16.08.2021;1000,0;;2021-08-16;1766;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;;
RU000A103FA7;СберИОС458;СберИОС 001Р-458R 7Г РБЧ-М;Биржевые облигации;RU000A103FA7;4B02-471-01481-B-001P;3;1000,0;RUB;495532;0;0;TQCB;Т+: Облигации - безадрес.;21.08.2028;;16.08.2021;0;2494;1;0;;0,0;21.08.2028;0,010;0,7;68;2494;2562;16.08.2021;1000,0;;2021-08-16;2494;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;95,65;956,5;;1913,0;;1913,0;;1913,0;100,0;;;;;;
RU000A103FB5;СберИОС459;СберИОС 001Р-459R 3Г КИБЕР;Биржевые облигации;RU000A103FB5;4B02-472-01481-B-001P;3;1000,0;RUB;263539;0;0;TQCB;Т+: Облигации - безадрес.;03.09.2024;;27.08.2021;0;;1;0;;;03.09.2024;0,010;0,3;57;1046;1103;27.08.2021;1000,0;;2021-08-27;1046;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;;
RU000A103FC3;Роснфт2P11;ПАО НК Роснефть 002P-11;Биржевые облигации;RU000A103FC3;4B02-11-00122-A-002P;2;1000,0;USD;2500000;1;1;TQCB;Т+: Облигации - безадрес.;11.07.2031;;23.07.2021;0;;0;0;2;;21.01.2022;1,250;6,23;92;90;182;23.07.2021;1000,0;;2021-07-23;3548;2022-07-27;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;99,83;70501,4;66271,32;74731,48;64156,27;76846,53;62041,23;78961,57;6,0;50000;9,0;250000;12,0;;
RU000A103FM2;СберИОС460;СберИОС 001Р-460R 5Г ПРОД;Биржевые облигации;RU000A103FM2;4B02-473-01481-B-001P;3;1000,0;RUB;528876;0;0;TQCB;Т+: Облигации - безадрес.;26.08.2026;;19.08.2021;0;1768;1;0;;;26.08.2026;0,010;0,5;65;1768;1833;19.08.2021;1000,0;;2021-08-19;1768;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;99,18;991,8;;1983,6;;1983,6;;1983,6;100,0;;;;;;
RU000A103FP5;МКБ 1P3;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P3;Биржевые облигации;RU000A103FP5;4B02-26-01978-B-001P;1;1000,0;RUB;9998000;0;0;TQCB;Т+: Облигации - безадрес.;23.07.2024;;27.07.2021;0;901;0;0;2;8,72;25.01.2022;8,350;41,64;88;94;182;27.07.2021;1000,0;;2021-07-27;1004;;"""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК"" (публичное акционерное общество)";7734202860;1;99,43;1014,89;872,81;1156,97;842,36;1187,42;811,91;1217,87;14,0;200000;17,0;1000000;20,0;;
RU000A103FT7;АльфаЛБ01;Альфа-Лизинг БО-01;Биржевые облигации;RU000A103FT7;4B02-01-00578-R;2;1000,0;RUB;1000000;0;0;TQCB;Т+: Облигации - безадрес.;28.07.2022;;27.07.2021;0;;0;0;2;;26.01.2022;8,300;41,61;88;95;183;27.07.2021;1000,0;;2021-07-27;278;;"Общество с ограниченной ответственностью ""Альфа-Лизинг""";7728169439;1;100,28;1023,27;;2046,54;;2046,54;;2046,54;100,0;;;;;;
RU000A103FY7;ВЭБ1P-30В;ВЭБ.РФ ПБО-001Р-30В;Биржевые облигации;RU000A103FY7;4B02-367-00004-T-001P;1;1000,0;USD;550000;0;1;TQCB;Т+: Облигации - безадрес.;23.07.2026;;29.07.2021;0;1607;0;0;2;3,19;27.01.2022;3,380;16,85;86;96;182;29.07.2021;1000,0;;2021-07-29;1734;;"государственная корпорация развития ""ВЭБ.РФ""";7750004150;1;101,44;71981,79;62624,16;81339,42;60464,7;83498,88;58305,25;85658,33;13,0;100000;16,0;500000;19,0;;
RU000A103G00;СТМ 1P2;Синара Транспортные Машины 1P2;Биржевые облигации;RU000A103G00;4B02-02-55323-E-001P;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;22.07.2026;;28.07.2021;0;1425;0;0;2;9,3;26.01.2022;8,700;43,38;87;95;182;28.07.2021;1000,0;;2021-07-28;1733;;"Акционерное общество ""Синара - Транспортные Машины""";6672241304;1;98,42;1005,41;;2010,82;;2010,82;;2010,82;100,0;;;;;;
RU000A103G42;Сбер Sb29R;Сбербанк ПАО 001Р-SBER29;Биржевые облигации;RU000A103G42;4B02-474-01481-B-001P;1;1000,0;RUB;4000000;0;0;TQCB;Т+: Облигации - безадрес.;31.07.2026;;06.08.2021;0;1474;0;0;2;7,79;04.02.2022;7,430;37,05;78;104;182;06.08.2021;1000,0;;2021-08-06;1742;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;98,49;1001,18;660,78;1341,58;630,74;1371,62;600,71;1401,65;34,0;1000000;37,0;5000000;40,0;;
